identity_id,image_path,l2_dist,asr,ssim,psnr
Richard_Armitage,results/phase2/robustness/jpeg50_facenet/Richard_Armitage_0006_facenet_cloaked.png,1.725478,1,0.906210,35.9020
Richard_Armitage,results/phase2/robustness/jpeg50_facenet/Richard_Armitage_0008_facenet_cloaked.png,1.661274,1,0.883702,34.1630
Richard_Virenque,results/phase2/robustness/jpeg50_facenet/Richard_Virenque_0003_facenet_cloaked.png,1.805139,1,0.894220,34.7461
Richard_Virenque,results/phase2/robustness/jpeg50_facenet/Richard_Virenque_0008_facenet_cloaked.png,1.378153,1,0.922935,33.7637
Robert_Duvall,results/phase2/robustness/jpeg50_facenet/Robert_Duvall_0003_facenet_cloaked.png,1.617363,1,0.890459,34.9880
Robert_Mueller,results/phase2/robustness/jpeg50_facenet/Robert_Mueller_0002_facenet_cloaked.png,1.663577,1,0.910092,34.5035
Roger_Moore,results/phase2/robustness/jpeg50_facenet/Roger_Moore_0001_facenet_cloaked.png,1.705357,1,0.904252,34.9094
Romano_Prodi,results/phase2/robustness/jpeg50_facenet/Romano_Prodi_0005_facenet_cloaked.png,1.497639,1,0.926200,35.5793
Romano_Prodi,results/phase2/robustness/jpeg50_facenet/Romano_Prodi_0006_facenet_cloaked.png,1.715478,1,0.888903,34.1595
Ron_Dittemore,results/phase2/robustness/jpeg50_facenet/Ron_Dittemore_0006_facenet_cloaked.png,1.713123,1,0.901186,34.3331
Ron_Dittemore,results/phase2/robustness/jpeg50_facenet/Ron_Dittemore_0008_facenet_cloaked.png,1.640288,1,0.906595,34.5513
Saddam_Hussein,results/phase2/robustness/jpeg50_facenet/Saddam_Hussein_0004_facenet_cloaked.png,1.457435,1,0.914714,34.5601
Sarah_Jessica_Parker,results/phase2/robustness/jpeg50_facenet/Sarah_Jessica_Parker_0002_facenet_cloaked.png,1.723275,1,0.905431,35.2899
Sarah_Jessica_Parker,results/phase2/robustness/jpeg50_facenet/Sarah_Jessica_Parker_0006_facenet_cloaked.png,1.763502,1,0.912511,34.2643
Scott_Peterson,results/phase2/robustness/jpeg50_facenet/Scott_Peterson_0001_facenet_cloaked.png,1.740283,1,0.892180,34.5949
Sean_OKeefe,results/phase2/robustness/jpeg50_facenet/Sean_OKeefe_0003_facenet_cloaked.png,1.528625,1,0.900275,34.2887
Serena_Williams,results/phase2/robustness/jpeg50_facenet/Serena_Williams_0039_facenet_cloaked.png,1.602268,1,0.911216,34.2295
Shimon_Peres,results/phase2/robustness/jpeg50_facenet/Shimon_Peres_0003_facenet_cloaked.png,1.602093,1,0.890179,33.9449
